a	a
luan4	釠
lue4	*婛
lue4	*撂
lue4	剠
lue4	弶
lue4	掠
lue4	摾
lue4	擽
lue4	略
lue4	畧
lue4	鋝
lue4	鋢
lun1	*輪
lun1	掄
lun2	*論
lun2	㷍
lun2	侖
lun2	倫
lun2	圇
lun2	埨
lun2	婨
lun2	崘
lun2	崙
lun2	惀
lun2	掄
lun2	棆
lun2	淪
lun2	碖
lun2	綸
lun2	腀
lun2	菕
lun2	蜦
lun2	踚
lun2	輪
lun2	錀
lun2	陯
lun2	鯩
lun3	稐
lun3	耣
lun4	*惀
lun4	溣
lun4	碖
lun4	論
luo1	囉
luo1	寽
luo1	捋
luo2	*漯
luo2	*縲
luo2	*腡
luo2	*蠃
luo2	儸
luo2	剆
luo2	囉
luo2	摞
luo2	攞
luo2	欏
luo2	玀
luo2	籮
luo2	纝
luo2	羅
luo2	蔂
luo2	蘿
luo2	螺
luo2	覶
luo2	覼
luo2	逻
luo2	邏
luo2	鏍
luo2	鑼
luo2	頱
luo2	饠
luo2	騾
luo2	驘
luo2	鸁
luo3	*卵
luo3	*祼
luo3	*虜
luo3	倮
luo3	擄
luo3	攞
luo3	攭
luo3	曪
luo3	瘰
luo3	砢
luo3	臝
luo3	蓏
luo3	蠃
luo3	裸
luo3	躶
luo3	鎯
luo4	*貉
luo4	*賂
luo4	*輅
luo4	㴖
luo4	咯
luo4	嗠
luo4	峈
luo4	洛
luo4	洜
luo4	濼
luo4	烙
luo4	犖
luo4	狢
luo4	珞
luo4	硌
luo4	笿
luo4	絡
luo4	纙
luo4	落
luo4	袼
luo4	貈
luo4	躒
luo4	酪
luo4	雒
luo4	駱
luo4	鮥
luo4	鱳
luo4	鵅
lv2	*婁
lv2	㠠
lv2	䕡
lv2	娄
lv2	慺
lv2	曥
lv2	櫚
lv2	氀
lv2	爈
lv2	膢
lv2	藘
lv2	閭
lv2	馿
lv2	驢
lv3	*婁
lv3	*寠
lv3	*捋
lv3	*莒
lv3	*貗
lv3	*鏤
lv3	*閭
lv3	㜢
lv3	侣
lv3	侶
lv3	儢
lv3	吕
lv3	呂
lv3	娄
lv3	寽
lv3	屡
lv3	屢
lv3	履
lv3	挔
lv3	捛
lv3	旅
lv3	梠
lv3	櫚
lv3	漊
lv3	祣
lv3	稆
lv3	穭
lv3	筥
lv3	絽
lv3	縷
lv3	膂
lv3	膐
lv3	褛
lv3	褸
lv3	郘
lv3	鋁
lv3	鋶
lv4	*壘
lv4	*珒
lv4	*繂
lv4	*菉
lv4	勴
lv4	卛
lv4	嵂
lv4	律
lv4	慮
lv4	櫖
lv4	氯
lv4	濾
lv4	爈
lv4	率
lv4	箻
lv4	綠
lv4	緑
lv4	膟
lv4	葎
lv4	鑢
lvan2	*孿
lvan2	*癵
lvan2	孪
lvan2	挛
lvan2	攣
lvan2	癴
lvan2	虊
lvan3	*臠
lvan3	孌
lvan3	脔
ma1	*嗎
ma1	*嘛
ma1	*摩
ma1	㕰
ma1	媽
ma1	嬤
ma1	嬷
ma1	螞
ma2	*蟆
ma2	*麼
ma2	嘛
ma2	尛
ma2	犘
ma2	痲
ma2	蔴
ma2	蟇
ma2	麻
ma2	麽
ma3	*嗎
ma3	嘜
ma3	溤
ma3	瑪
ma3	碼
ma3	螞
ma3	鎷
ma3	馬
ma3	鰢
ma3	鷌
ma4	*螞
ma4	傌
ma4	榪
ma4	獁
ma4	睰
ma4	禡
ma4	罵
ma4	閁
ma4	駡
ma4	鬕
ma5	*嬤
ma5	*麼
ma5	嗎
ma5	嘛
ma5	媽
ma5	尛
ma5	蟆
ma5	蟇
ma5	麽
mai2	㜥
mai2	埋
mai2	薶
mai2	霾
mai3	嘪
mai3	蕒
mai3	買
mai3	鷶
mai4	*眽
mai4	*脈
mai4	佅
mai4	勱
mai4	売
mai4	眿
mai4	脉
mai4	蝐
mai4	衇
mai4	賣
mai4	邁
mai4	麥
mai4	麦
mai4	𪄳
man2	*埋
man2	*樠
man2	*蔓
man2	*蹣
man2	㒼
man2	䅼
man2	䕕
man2	姏
man2	悗
man2	慲
man2	摱
man2	槾
man2	漫
man2	澷
man2	璊
man2	瞞
man2	蛮
man2	蟎
man2	蠻
man2	謾
man2	鞔
man2	顢
man2	饅
man2	鬗
man2	鬘
man2	鰻
man2	𥲑
man2	𧜞
man2	𨃟
man3	*懣
man3	*蹣
man3	*顢
man3	屘
man3	満
man3	滿
man3	矕
man3	鏋
man3	𨃟
man4	*蟃
man4	*謾
man4	*鄤
man4	*饅
man4	*鰻
man4	䕕
man4	僈
man4	墁
man4	嫚
man4	屘
man4	幔
man4	慢
man4	摱
man4	曼
man4	槾
man4	漫
man4	澫
man4	澷
man4	熳
man4	獌
man4	縵
man4	蔄
man4	蔓
man4	鏝
man4	𤅎
mang2	*厖
mang2	*尨
mang2	*汒
mang2	*肓
mang2	吂
mang2	哤
mang2	奀
mang2	娏
mang2	庬
mang2	忙
mang2	恾
mang2	朚
mang2	杗
mang2	氓
mang2	浝
mang2	牻
mang2	痝
mang2	盲
mang2	盳
mang2	硭
mang2	笀
mang2	芒
mang2	茫
mang2	蘉
mang2	蛖
mang2	邙
mang2	釯
mang2	鋩
mang2	駹
mang2	鸏
mang3	*茫
mang3	壾
mang3	庬
mang3	汒
mang3	漭
mang3	硥
mang3	茻
mang3	莽
mang3	莾
mang3	蟒
mang3	蠎
mao1	*摸
mao1	猫
mao1	貓
mao2	*犛
mao2	*耄
mao2	*雺
mao2	*麾
mao2	乇
mao2	堥
mao2	媌
mao2	嫹
mao2	嵍
mao2	旄
mao2	枆
mao2	毛
mao2	毠
mao2	毼
mao2	氂
mao2	渵
mao2	牦
mao2	矛
mao2	緢
mao2	罞
mao2	芼
mao2	茅
mao2	蝥
mao2	蟊
mao2	軞
mao2	酕
mao2	錨
mao2	髦
mao2	髳
mao2	鶜
mao2	𨥨
mao3	*窌
mao3	卯
mao3	峁
mao3	戼
mao3	昴
mao3	泖
mao3	茆
mao3	鉚
mao4	*旄
mao4	*毣
mao4	*瑁
mao4	*芼
mao4	*蓩
mao4	冃
mao4	冐
mao4	冒
mao4	媢
mao4	帽
mao4	懋
mao4	暓
mao4	柕
mao4	楙
mao4	毷
mao4	皃
mao4	眊
mao4	瞀
mao4	耄
mao4	艒
mao4	茂
mao4	萺
mao4	袤
mao4	覒
mao4	貌
mao4	貿
mao4	鄮
me5	嚜
me5	尛
me5	麼
me5	麽
mei2	*糜
mei2	*鋂
mei2	䉠
mei2	呅
mei2	堳
mei2	塺
mei2	媒
mei2	嵋
mei2	徾
mei2	攗
mei2	枚
mei2	梅
mei2	楣
mei2	楳
mei2	槑
mei2	沒
mei2	没
mei2	湄
mei2	湈
mei2	煤
mei2	猸
mei2	玫
mei2	珻
mei2	瑂
mei2	眉
mei2	睂
mei2	禖
mei2	脄
mei2	脢
mei2	腜
mei2	苺
mei2	莓
mei2	葿
mei2	郿
mei2	酶
mei2	霉
mei2	鶥
mei2	黴
mei2	𪑛
mei3	䆀
mei3	凂
mei3	媄
mei3	媺
mei3	嬍
mei3	嵄
mei3	挴
mei3	毎
mei3	每
mei3	浼
mei3	渼
mei3	燘
mei3	美
mei3	羙
mei3	鋂
mei3	鎂
mei3	黣
mei4	*蝐
mei4	*謎
mei4	妹
mei4	媚
mei4	寐
mei4	抺
mei4	昧
mei4	沬
mei4	煝
mei4	瑁
mei4	痗
mei4	眛
mei4	睸
mei4	祙
mei4	篃
mei4	蝞
mei4	袂
mei4	詸
mei4	跊
mei4	韎
mei4	鬽
mei4	魅
mei5	*妹
men1	悶
men1	燜
men2	*亹
men2	*璊
men2	㻊
men2	們
men2	捫
men2	斖
men2	樠
men2	汶
men2	玧
men2	穈
men2	菛
men2	虋
men2	鍆
men2	門
men2	閅
men3	暪
men4	悶
men4	懣
men4	燜
men5	們
meng1	*矇
meng2	*尨
meng2	*氓
meng2	㩚
meng2	䀄
meng2	儚
meng2	冡
meng2	嫇
meng2	幪
meng2	懜
meng2	懞
meng2	懵
meng2	曚
meng2	朦
meng2	橗
meng2	檬
meng2	氋
meng2	溕
meng2	濛
meng2	獴
meng2	甍
meng2	甿
meng2	盟
meng2	瞢
meng2	矇
meng2	矒
meng2	礞
meng2	罞
meng2	艨
meng2	莔
meng2	萌
meng2	蒙
meng2	蕄
meng2	虻
meng2	蝱
meng2	鄳
meng2	鄸
meng2	雺
meng2	霿
meng2	靀
meng2	顭
meng2	饛
meng2	鯍
meng2	鸏
meng2	𡁏
meng3	*幪
meng3	勐
meng3	懞
meng3	懵
meng3	猛
meng3	瓾
meng3	艋
meng3	蜢
meng3	蠓
meng3	錳
meng3	顭
meng3	鯭
meng3	鼆
meng3	𢕙
meng4	*艋
meng4	䁅
meng4	䓝
meng4	夢
meng4	夣
meng4	孟
meng4	懜
meng4	梦
meng4	霥
mi1	咪
mi1	瞇
mi2	*獮
mi2	*靡
mi2	冞
mi2	弥
mi2	彌
mi2	怽
mi2	戂
mi2	擟
mi2	攠
mi2	檷
mi2	瀰
mi2	爢
mi2	狝
mi2	猕
mi2	獼
mi2	瓕
mi2	祢
mi2	禰
mi2	籋
mi2	糜
mi2	縻
mi2	罙
mi2	蒾
mi2	蘪
mi2	蘼
mi2	詸
mi2	謎
mi2	迷
mi2	醚
mi2	醾
mi2	醿
mi2	釄
mi2	镾
mi2	鸍
mi2	麊
mi2	麋
mi2	麛
mi3	*彌
mi3	*瀰
mi3	*獼
mi3	*糜
mi3	*縻
mi3	*蘼
mi3	*蝆
mi3	*麋
mi3	㝥
mi3	侎
mi3	孊
mi3	弥
mi3	弭
mi3	敉
mi3	洣
mi3	渳
mi3	濔
mi3	灖
mi3	猕
mi3	眫
mi3	眯
mi3	米
mi3	羋
mi3	葞
mi3	蔝
mi3	銤
mi3	靡
mi4	*日
mi4	*謎
mi4	冖
mi4	冪
mi4	嘧
mi4	囸
mi4	塓
mi4	宓
mi4	宻
mi4	密
mi4	峚
mi4	幂
mi4	幎
mi4	幦
mi4	榓
mi4	樒
mi4	櫁
mi4	汨
mi4	泌
mi4	淧
mi4	滵
mi4	漞
mi4	濗
mi4	祕
mi4	秘
mi4	糸
mi4	羃
mi4	蔤
mi4	藌
mi4	蜜
mi4	蠠
mi4	覓
mi4	覔
mi4	詸
mi4	謐
mi4	鑖
mi4	鼏
mian2	婂
mian2	媔
mian2	嬵
mian2	宀
mian2	棉
mian2	檰
mian2	櫋
mian2	眠
mian2	矊
mian2	矏
mian2	綿
mian2	緜
mian2	臱
mian2	芇
mian2	蝒
mian3	*媔
mian3	*脕
mian3	*葂
mian3	㝃
mian3	㨠
mian3	丏
mian3	俛
mian3	偭
mian3	免
mian3	冕
mian3	凂
mian3	勉
mian3	勔
mian3	厸
mian3	喕
mian3	娩
mian3	愐
mian3	汅
mian3	沔
mian3	浼
mian3	湎
mian3	眄
mian3	矊
mian3	絻
mian3	緬
mian3	莬
mian3	覥
mian3	靦
mian3	鮸
mian3	鰵
mian4	*瞑
mian4	牑
mian4	糆
mian4	面
mian4	靣
mian4	麪
mian4	麫
mian4	麵
miao1	喵
miao2	*媌
miao2	*錨
miao2	㑤
miao2	㚹
miao2	描
miao2	瞄
miao2	苗
miao2	鱙
miao2	鶓
miao3	*沓
miao3	仦
miao3	仯
miao3	劰
miao3	杪
miao3	杳
miao3	淼
miao3	渺
miao3	眇
miao3	秒
miao3	篎
miao3	緲
miao3	藐
miao3	邈
miao4	*謬
miao4	妙
miao4	庙
miao4	庿
miao4	廟
miao4	玅
miao4	繆
mie1	乜
mie1	咩
mie1	羋
mie4	幭
mie4	懱
mie4	搣
mie4	櫗
mie4	滅
mie4	瀎
mie4	烕
mie4	眜
mie4	礣
mie4	篾
mie4	蔑
mie4	薎
mie4	蠛
mie4	衊
mie4	覕
mie4	鑖
mie4	鱴
mie4	鴓
min2	*呡
min2	*泯
min2	*睯
min2	*閔
min2	*閩
min2	䪸
min2	冺
min2	姄
min2	岷
min2	崏
min2	忞
min2	忟
min2	怋
min2	捪
min2	旻
min2	旼
min2	暋
min2	民
min2	玟
min2	珉
min2	琘
min2	瑉
min2	痻
min2	盿
min2	砇
min2	碈
min2	緍
min2	緡
min2	罠
min2	苠
min2	賯
min2	鈱
min2	錉
min2	鍲
min2	閺
min3	*暋
min3	㥸
min3	僶
min3	冺
min3	刡
min3	勄
min3	怋
min3	愍
min3	慜
min3	憫
min3	抿
min3	敃
min3	敏
min3	敯
min3	泯
min3	湣
min3	潣
min3	澠
min3	皿
min3	笢
min3	簢
min3	閔
min3	閩
min3	黽
min3	黾
min3	𧁋
ming2	*盟
ming2	*眳
ming2	*萌
ming2	䫤
ming2	佲
ming2	冥
ming2	名
ming2	嫇
ming2	明
ming2	暝
ming2	朙
ming2	榠
ming2	洺
ming2	溟
ming2	熐
ming2	猽
ming2	眀
ming2	瞑
ming2	茗
ming2	蓂
ming2	螟
ming2	覭
ming2	詺
ming2	鄍
ming2	酩
ming2	銘
ming2	鳴
ming3	*皿
ming3	*瞑
ming3	佲
ming3	凕
ming3	姳
ming3	慏
ming3	眳
ming3	茗
ming3	酩
ming4	*暝
ming4	命
ming4	詺
miu1	唒
miu4	*摎
miu4	*繆
miu4	謬
mo1	摸
mo2	*嬤
mo2	*摸
mo2	*無
mo2	*麼
mo2	䃺
mo2	劘
mo2	嚩
mo2	嫫
mo2	嬷
mo2	尛
mo2	戂
mo2	摩
mo2	摹
mo2	擵
mo2	无
mo2	模
mo2	橅
mo2	磨
mo2	糢
mo2	膜
mo2	藦
mo2	蘑
mo2	謨
mo2	謩
mo2	譕
mo2	饃
mo2	饝
mo2	髍
mo2	魔
mo2	麽
mo3	*秣
mo3	懡
mo3	抹
mo4	*佰
mo4	*冒
mo4	*嘜
mo4	*嘿
mo4	*幕
mo4	*抹
mo4	*沒
mo4	*沬
mo4	*砓
mo4	*磨
mo4	*苜
mo4	*藦
mo4	*蟆
mo4	*鬕
mo4	*麥
mo4	㱄
mo4	䃺
mo4	䘃
mo4	万
mo4	冐
mo4	嗼
mo4	嚜
mo4	圽
mo4	塺
mo4	塻
mo4	墨
mo4	妺
mo4	嫼
mo4	寞
mo4	帓
mo4	慔
mo4	昩
mo4	暯
mo4	末
mo4	枺
mo4	歾
mo4	歿
mo4	殁
mo4	没
mo4	沫
mo4	漠
mo4	爅
mo4	狢
mo4	獏
mo4	瘼
mo4	皌
mo4	眽
mo4	眿
mo4	瞐
mo4	瞙
mo4	秣
mo4	粖
mo4	縸
mo4	纆
mo4	耱
mo4	脈
mo4	脉
mo4	膜
mo4	茉
mo4	莈
mo4	莫
mo4	蛨
mo4	蟇
mo4	蟔
mo4	衇
mo4	袜
mo4	袹
mo4	覛
mo4	貃
mo4	貈
mo4	貉
mo4	貊
mo4	貘
mo4	鄚
mo4	銆
mo4	鏌
mo4	陌
mo4	霡
mo4	霢
mo4	靺
mo4	頮
mo4	驀
mo4	魩
mo4	麦
mo4	默
mo4	黙
mo4	𤣻
mo5	*饃
mo5	麼
mou2	*堥
mou2	*蝥
mou2	侔
mou2	劺
mou2	呣
mou2	哞
mou2	洠
mou2	牟
mou2	眸
mou2	繆
mou2	蛑
mou2	謀
mou2	譕
mou2	鉾
mou2	鍪
mou2	鞪
mou2	鴾
mou2	麰
mou3	*畝
mou3	冇
mou3	某
mou3	牡
mou3	畂
mou3	畆
mou3	畞
mou3	畮
mou3	踇
mou3	𦳑
mou4	*懋
mou4	*楙
mou4	*瞀
mou4	*茂
mou4	*袤
mou4	*貿
mou4	愗
mou4	柕
mu2	*模
mu2	墲
mu2	恈
mu2	橅
mu2	毪
mu2	氁
mu3	*踇
mu3	姆
mu3	姥
mu3	娒
mu3	峔
mu3	拇
mu3	母
mu3	牡
mu3	牳
mu3	畂
mu3	畆
mu3	畝
mu3	畞
mu3	畮
mu3	砪
mu3	胟
mu3	鉧
mu3	𧿹
mu4	*冪
mu4	*慔
mu4	*繆
mu4	*莫
mu4	*驀
mu4	㜈
mu4	冖
mu4	募
mu4	坶
mu4	墓
mu4	幂
mu4	幕
mu4	幙
mu4	慕
mu4	暮
mu4	木
mu4	朷
mu4	楘
mu4	樢
mu4	毣
mu4	沐
mu4	炑
mu4	牧
mu4	狇
mu4	目
mu4	睦
mu4	穆
mu4	苜
mu4	莯
mu4	蚞
mu4	鉬
mu4	雮
mu4	霂
mu4	鶩
na2	*南
na2	拏
na2	拿
na2	挐
na2	掔
na2	詉
na2	誽
na3	㖠
na3	哪
na3	那
na4	*內
na4	*枘
na4	*汭
na4	*蚋
na4	䟜
na4	内
na4	吶
na4	呐
na4	妠
na4	娜
na4	捺
na4	笝
na4	納
na4	肭
na4	蒳
na4	蜹
na4	衲
na4	訥
na4	豽
na4	貀
na4	軜
na4	那
na4	鈉
na4	靹
na4	魶
na5	*哪
na5	*那
na5	㖠
nai2	孻
nai2	搱
nai2	摨
nai2	熋
nai2	腉
nai3	*奈
nai3	*妳
nai3	*鼐
nai3	乃
nai3	奶
nai3	嬭
nai3	尕
nai3	廼
nai3	氖
nai3	氝
nai3	疓
nai3	艿
nai3	迺
nai3	釢
nai4	倷
nai4	奈
nai4	柰
nai4	渿
nai4	耐
nai4	萘
nai4	螚
nai4	褦
nai4	錼
nai4	鼐
nan1	囡
nan2	*抩
nan2	*蝻
nan2	侽
nan2	南
nan2	喃
nan2	奻
nan2	攮
nan2	暔
nan2	枏
nan2	柟
nan2	楠
nan2	男
nan2	畘
nan2	莮
nan2	萳
nan2	諵
nan2	難
nan3	*萳
nan3	戁
nan3	揇
nan3	湳
nan3	罱
nan3	腩
nan3	蝻
nan3	赧
nan4	*難
nan4	婻
nan4	戁
nang2	乪
nang2	囊
nang2	囔
nang2	搑
nang2	欜
nang3	搑
nang3	攮
nang3	曩
nang3	灢
nang4	儾
nang4	齉
nang5	囔
nao1	*撓
nao1	孬
nao1	峱
nao1	嶩
nao2	*峱
nao2	*蟯
nao2	*驍
nao2	呶
nao2	夒
nao2	嶩
nao2	巎
nao2	巙
nao2	怓
nao2	憹
nao2	撓
nao2	橈
nao2	猱
nao2	獶
nao2	獿
nao2	硇
nao2	繷
nao2	詉
nao2	譊
nao2	鐃
nao3	匘
nao3	垴
nao3	娚
nao3	嫐
nao3	恼
nao3	悩
nao3	惱
nao3	憹
nao3	瑙
nao3	碯
nao3	腦
nao4	淖
nao4	腝
nao4	臑
nao4	閙
nao4	鬧
ne1	*呢
ne2	*哪
ne2	㖠
ne4	*吶
ne4	*訥
ne4	*那
ne4	呐
ne4	抐
ne5	呢
nei3	*哪
nei3	*娞
nei3	*那
nei3	㖠
nei3	腇
nei3	餒
nei3	鮾
nei3	鯘
nei4	*氝
nei4	*汭
nei4	*那
nei4	㐻
nei4	內
nei4	内
nen4	嫩
nen4	嫰
nen4	腝
neng2	*嬣
neng2	*膿
neng2	儜
neng2	癑
neng2	能
neng2	薴
neng3	𠹌
neng4	*弄
neng4	挊
neng4	挵
neng4	濘
neng4	𤀑
ni2	*兒
ni2	*擬
ni2	*旎
ni2	*鬩
ni2	*麛
ni2	㞾
ni2	䛏
ni2	䦧
ni2	倪
ni2	児
ni2	呢
ni2	埿
ni2	堄
ni2	妮
ni2	婗
ni2	尼
ni2	屔
ni2	怩
ni2	拟
ni2	棿
ni2	泥
ni2	淣
ni2	狋
ni2	狔
ni2	猊
ni2	秜
ni2	腝
ni2	臡
ni2	蚭
ni2	蜺
ni2	觬
ni2	貎
ni2	跜
ni2	輗
ni2	郳
ni2	鈮
ni2	霓
ni2	鯢
ni2	麑
ni2	齯
ni3	*尼
ni3	*掜
ni3	*泥
ni3	*禰
ni3	*薾
ni3	㘈
ni3	䛏
ni3	伱
ni3	伲
ni3	你
ni3	儗
ni3	坭
ni3	埿
ni3	妳
ni3	孴
ni3	抳
ni3	拟
ni3	擬
ni3	旎
ni3	昵
ni3	柅
ni3	檷
ni3	狔
ni3	祢
ni3	聻
ni3	苨
ni3	薿
ni3	譺
ni3	鉨
ni3	鑈
ni3	隬
ni3	馜
ni4	*倪
ni4	*堄
ni4	*掜
ni4	*搦
ni4	*泥
ni4	*糑
ni4	*衵
ni4	*鈮
ni4	䁥
ni4	匿
ni4	埿
ni4	嫟
ni4	嬺
ni4	孨
ni4	屰
ni4	嶷
ni4	惄
ni4	愵
ni4	慝
ni4	懝
ni4	掿
ni4	搻
ni4	昵
ni4	暱
ni4	氼
ni4	溺
ni4	痆
ni4	睨
ni4	縌
ni4	胒
ni4	膩
ni4	迡
ni4	逆
nia2	*娘
nia2	*孃
nia2	嬢
nian2	*拈
nian2	*撚
nian2	䴴
nian2	哖
nian2	姩
nian2	年
nian2	溓
nian2	秊
nian2	秥
nian2	粘
nian2	鯰
nian2	黏
nian3	*棯
nian3	*淰
nian3	*稔
nian3	*諗
nian3	*蹍
nian3	拈
nian3	捻
nian3	撚
nian3	攆
nian3	涊
nian3	碾
nian3	簐
nian3	腍
nian3	菍
nian3	跈
nian3	蹨
nian3	躎
nian3	輦
nian3	輾
nian4	*廾
nian4	卄
nian4	唸
nian4	埝
nian4	廿
nian4	念
nian4	淰
nian4	鼰
niang2	*釀
niang2	娘
niang2	嬢
niang2	孃
niang4	釀
niao3	嫋
niao3	嬝
niao3	嬲
niao3	樢
niao3	茮
niao3	蔦
niao3	裊
niao3	褭
niao3	鳥
niao4	尿
niao4	氼
niao4	溺
niao4	脲
nie1	*捻
nie1	捏
nie1	揑
nie1	踗
nie1	鑈
nie2	苶
nie4	*嶭
nie4	*懾
nie4	*摰
nie4	*攝
nie4	*業
nie4	*甈
nie4	䯀
nie4	乜
nie4	嘄
nie4	嚙
nie4	囁
nie4	囐
nie4	囓
nie4	圼
nie4	埝
nie4	孼
nie4	孽
nie4	嵲
nie4	巕
nie4	帇
nie4	惗
nie4	敜
nie4	暬
nie4	枿
nie4	槷
nie4	櫱
nie4	涅
nie4	疌
nie4	痆
nie4	篞
nie4	籋
nie4	糱
nie4	糵
nie4	羍
nie4	聶
nie4	臬
nie4	臲
nie4	蘖
nie4	蘗
nie4	蠥
nie4	褹
nie4	讘
nie4	踂
nie4	踙
nie4	蹑
nie4	躡
nie4	鈢
nie4	鉩
nie4	錜
nie4	鎳
nie4	鑷
nie4	钀
nie4	闑
nie4	隉
nie4	顳
nie4	鷍
nie4	齧
nin2	*恁
nin2	䋻
nin2	囜
nin2	忹
nin2	您
nin3	拰
ning2	*冰
ning2	*薴
ning2	仌
ning2	凝
ning2	嚀
ning2	嬣
ning2	寍
ning2	寕
ning2	寗
ning2	寜
ning2	寧
ning2	擰
ning2	檸
ning2	氷
ning2	獰
ning2	甯
ning2	聹
ning2	鑏
ning2	鬡
ning2	鸋
ning3	擰
ning3	橣
ning3	矃
ning4	*寧
ning4	*擰
ning4	*獰
ning4	*甯
ning4	䗿
ning4	佞
ning4	寕
ning4	寗
ning4	寜
ning4	濘
niu1	妞
niu2	汼
niu2	牛
niu3	忸
niu3	扭
niu3	杻
niu3	沑
niu3	炄
niu3	狃
niu3	紐
niu3	莥
niu3	鈕
niu3	靵
niu4	*粈
niu4	*糅
niu4	*謬
niu4	䋴
niu4	抝
niu4	拗
niu4	衂
niu4	衄
nong2	*擃
nong2	儂
nong2	噥
nong2	憹
nong2	檂
nong2	欁
nong2	濃
nong2	癑
nong2	禯
nong2	穠
nong2	膿
nong2	蕽
nong2	襛
nong2	農
nong2	辳
nong2	醲
nong2	鬞
nong2	齈
nong3	*擃
nong3	*繷
nong4	弄
nong4	挊
nong4	挵
nong5	*弄
nou2	獳
nou2	羺
nou2	譨
nou3	啂
nou4	*弄
nou4	*獳
nou4	嗕
nou4	挊
nou4	挵
nou4	搙
nou4	槈
nou4	耨
nou4	譳
nou4	鎒
nou4	鐞
nu2	*帑
nu2	*弩
nu2	*拏
nu2	伖
nu2	呶
nu2	奴
nu2	孥
nu2	笯
nu2	蒘
nu2	駑
nu3	*夯
nu3	*駑
nu3	伮
nu3	努
nu3	孥
nu3	弩
nu3	砮
nu4	怒
nu4	搙
nu4	詉
nuan3	暖
nuan3	渜
nuan3	煊
nuan3	煖
nuan3	煗
nuan3	餪
nue4	*逽
nue4	瘧
nue4	硸
nue4	虐
nue4	謔
nun2	黁
nun4	*嫩
nun4	嫰
nuo2	*那
nuo2	*難
nuo2	儺
nuo2	娜
nuo2	挪
nuo2	挼
nuo2	捼
nuo2	梛
nuo2	郍
nuo3	*娜
nuo3	橠
nuo4	*偌
nuo4	*喏
nuo4	*那
nuo4	*需
nuo4	愞
nuo4	懦
nuo4	懧
nuo4	掿
nuo4	搙
nuo4	搦
nuo4	搻
nuo4	榒
nuo4	稬
nuo4	穤
nuo4	糑
nuo4	糥
nuo4	糯
nuo4	諾
nuo4	蹃
nuo4	逽
nuo4	鍩
nv3	女
nv3	籹
nv3	釹
nv4	*女
nv4	䶊
nv4	忸
nv4	恧
nv4	朒
nv4	沑
nv4	聏
nv4	衂
nv4	衄
o1	*呵
o1	*啊
o1	ㄛ
o1	喔
o2	哦
o3	嚄
ou1	*區
ou1	*敺
ou1	*藲
ou1	ㄡ
ou1	䥲
ou1	区
ou1	嘔
ou1	塸
ou1	慪
ou1	櫙
ou1	欧
ou1	歐
ou1	毆
ou1	漚
ou1	熰
ou1	瓯
ou1	甌
ou1	瞘
ou1	膒
ou1	蓲
ou1	謳
ou1	鏂
ou1	鷗
ou2	吽
ou2	飀
ou2	齵
ou3	*歐
ou3	*藒
ou3	*隅
ou3	㒖
ou3	偶
ou3	吘
ou3	嘔
ou3	湡
ou3	耦
ou3	腢
ou3	蕅
ou3	藕
ou3	饇
ou3	髃
ou4	*嘔
ou4	*慪
ou4	噢
ou4	漚
ou4	醧
pa1	啪
pa1	夿
pa1	妑
pa1	皅
pa1	舥
pa1	葩
pa1	蚆
pa1	趴
pa1	𥐙
pa2	*耙
pa2	扒
pa2	杷
pa2	欛
pa2	潖
pa2	爬
pa2	琶
pa2	筢
pa2	跁
pa4	*汃
pa4	*袹
pa4	帊
pa4	帕
pa4	帞
pa4	怕
pa4	絈
pa4	袙
pa5	*杷
pa5	*琶
pa5	欛
pai1	*啪
pai1	拍
pai1	𢫦
pai2	*箄
pai2	俳
pai2	徘
pai2	排
pai2	棑
pai2	牌
pai2	猅
pai2	簰
pai2	輫
pai3	*排
pai3	㧳
pai3	俖
pai4	派
pai4	湃
pai4	蒎
pai4	鎃
pan1	*扳
pan1	*拚
pan1	*番
pan1	㐴
pan1	攀
pan1	潘
pan1	畨
pan1	眅
pan2	*弁
pan2	*樊
pan2	*般
pan2	*顢
pan2	媻
pan2	幋
pan2	搫
pan2	柈
pan2	槃
pan2	瀊
pan2	盤
pan2	磐
pan2	磻
pan2	縏
pan2	胖
pan2	蒰
pan2	蟠
pan2	跘
pan2	踫
pan2	蹣
pan2	鎜
pan2	鞶
pan3	坢
pan4	*拌
pan4	*盻
pan4	冸
pan4	判
pan4	叛
pan4	拚
pan4	沜
pan4	泮
pan4	溿
pan4	炍
pan4	牉
pan4	畔
pan4	盼
pan4	袢
pan4	襻
pan4	詊
pan4	鋬
pan4	鑻
pan4	頄
pan4	頖
pang1	*汸
pang1	*膀
pang1	乓
pang1	滂
pang1	磅
pang1	胮
pang1	膖
pang1	霶
pang1	髈
pang2	*傍
pang2	*房
pang2	*蒡
pang2	厖
pang2	嫎
pang2	尨
pang2	庬
pang2	彷
pang2	徬
pang2	旁
pang2	篣
pang2	膀
pang2	舽
pang2	螃
pang2	逄
pang2	雱
pang2	髈
pang2	龎
pang2	龐
pang3	嗙
pang3	耪
pang3	覫
pang4	㕩
pang4	炐
pang4	肨
pang4	胖
pao1	*泡
pao1	抛
pao1	拋
pao1	脬
pao2	*炮
pao2	*袌
pao2	*跑
pao2	*鉋
pao2	*颮
pao2	刨
pao2	匏
pao2	咆
pao2	庖
pao2	炰
pao2	爮
pao2	狍
